,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra,Candid Score,Measured Score,Grounded Score,Suspended Score,J-Axis Coordinate,P-Axis Coordinate
176,Ryan Higa,Calin Copil,seti,iii-,unguarded,0.0,low,low,male,1990s,north_america,east_asian,4.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,7.0,4.0,2.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,185.0,Pe,Beta,8.0,33.0,32.0,6.0,0.6097560975609756,-0.6842105263157895
177,Katherine Fauvre,Juan E. Sandoval,feni,i--i,unguarded,2.0,medium,low,female,-1,north_america,other/unknown,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,7.0,4.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,7.0,2.0,4.0,7.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,161.0,Je,Beta,18.0,30.0,25.0,2.0,0.25,-0.8518518518518519
179,Elem Klimov,Juan E. Sandoval,nife,i-i-,guarded,3.0,low,low,male,1930s,eastern_europe,white/european,2.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,4.0,7.0,0.0,4.0,0.0,2.0,0.0,7.0,7.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,4.0,0.0,4.0,7.0,0.0,4.0,4.0,7.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,160.0,Pi,Beta,2.0,36.0,27.0,8.0,0.8947368421052632,-0.5428571428571428
180,Ridley Scott,Calin Copil,sife,ii-i,guarded,1.0,low,low,male,1930s,western_europe,white/european,0.0,2.0,2.0,2.0,0.0,7.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,7.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,7.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,165.0,Pi,Alpha,12.0,30.0,6.0,14.0,0.42857142857142855,0.4
183,Willard Quine,Juan E. Sandoval,nife,i---,guarded,2.0,low,low,male,1900s,north_america,white/european,0.0,0.0,2.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,4.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,171.0,Pi,Beta,4.0,31.0,36.0,4.0,0.7714285714285715,-0.8
187,Jessica Alba,Peter Foy,fine,ii-i,unguarded,0.0,low,low,female,1980s,north_america,hispanic/latino,7.0,4.0,4.0,7.0,4.0,2.0,0.0,2.0,4.0,0.0,2.0,7.0,7.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,7.0,7.0,2.0,7.0,2.0,7.0,4.0,7.0,7.0,4.0,0.0,4.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,2.0,7.0,4.0,2.0,0.0,7.0,7.0,7.0,7.0,2.0,2.0,0.0,225.0,Ji,Delta,37.0,8.0,12.0,31.0,-0.6444444444444445,0.4418604651162791
188,Harry Styles,Calin Copil,seti,ii-i,unguarded,0.0,low,low,male,1990s,western_europe,white/european,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,7.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,185.0,Pe,Beta,4.0,44.0,33.0,2.0,0.8333333333333334,-0.8857142857142857
189,Frank James,Juan E. Sandoval,neti,i---,unguarded,3.0,low,low,male,-1,eastern_europe,white/european,0.0,0.0,2.0,4.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,7.0,7.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,195.0,Pe,Alpha,10.0,40.0,12.0,37.0,0.6,0.5102040816326531
190,Sergio Leone,Juan E. Sandoval,nife,i---,guarded,2.0,low,medium,male,1920s,western_europe,white/european,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,7.0,0.0,4.0,4.0,4.0,7.0,2.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,168.0,Pi,Beta,6.0,29.0,27.0,17.0,0.6571428571428571,-0.22727272727272727
191,Zayn Malik,Calin Copil,seti,i---,unguarded,0.0,low,low,male,1990s,western_europe,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,176.0,Pe,Beta,8.0,36.0,30.0,2.0,0.6363636363636364,-0.875
194,Umberto Eco,Calin Copil,sife,ii--,guarded,1.0,low,medium,male,1930s,western_europe,white/european,0.0,0.0,2.0,4.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,4.0,2.0,4.0,2.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,165.0,Pi,Alpha,8.0,24.0,12.0,19.0,0.5,0.22580645161290322
196,Elliott Hulse,Juan E. Sandoval,feni,i-i-,guarded,3.0,low,low,male,1970s,north_america,black/african,2.0,2.0,7.0,4.0,7.0,2.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,7.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,7.0,7.0,4.0,0.0,4.0,7.0,7.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,7.0,4.0,184.0,Je,Beta,14.0,29.0,32.0,2.0,0.3488372093023256,-0.8823529411764706
200,Ryan George,Calin Copil,nefi,i-i-,unguarded,0.0,low,low,male,1980s,north_america,white/european,0.0,2.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,7.0,0.0,2.0,7.0,4.0,0.0,0.0,2.0,174.0,Pe,Delta,24.0,8.0,8.0,21.0,-0.5,0.4482758620689655
205,Jonathan Haidt,Juan E. Sandoval,fesi,i---,unguarded,0.0,medium,low,male,1960s,north_america,jewish,4.0,7.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,4.0,7.0,0.0,4.0,0.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,7.0,4.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,4.0,4.0,0.0,2.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,153.0,Je,Alpha,10.0,27.0,6.0,25.0,0.4594594594594595,0.6129032258064516
208,Kirsten Dunst,Peter Foy,sefi,i-i-,unguarded,0.0,,,female,1970s,north_america,white/european,4.0,0.0,2.0,2.0,0.0,7.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,7.0,2.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,7.0,2.0,7.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,179.0,Pe,Gamma,40.0,4.0,29.0,4.0,-0.8181818181818182,-0.7575757575757576
209,Tobey Maguire,Peter Foy,tise,ii-i,unguarded,0.0,medium,low,male,1970s,north_america,white/european,7.0,4.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,7.0,0.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,2.0,7.0,4.0,4.0,0.0,4.0,7.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,7.0,4.0,2.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,177.0,Ji,Beta,14.0,28.0,23.0,11.0,0.3333333333333333,-0.35294117647058826
213,Max Richter,Calin Copil,sife,i--i,unguarded,1.0,low,low,male,1960s,western_europe,white/european,0.0,2.0,2.0,2.0,0.0,4.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,7.0,2.0,7.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,2.0,2.0,4.0,7.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,7.0,7.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,179.0,Pi,Alpha,6.0,36.0,8.0,24.0,0.7142857142857143,0.5
215,Eva Holbrook,Juan E. Sandoval,fise,ii--,unguarded,0.0,medium,low,female,1990s,north_america,white/european,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,7.0,2.0,7.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,7.0,2.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,165.0,Ji,Gamma,23.0,12.0,27.0,12.0,-0.3142857142857143,-0.38461538461538464
216,Antonia Dodge,Juan E. Sandoval,tesi,i--i,unguarded,0.0,low,low,female,-1,north_america,other/unknown,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,7.0,2.0,0.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,155.0,Je,Delta,39.0,10.0,2.0,26.0,-0.5918367346938775,0.8571428571428571
218,Zack Hemsey,Calin Copil,neti,i-i-,guarded,0.0,low,low,male,1980s,north_america,white/european,2.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,4.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,4.0,4.0,7.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,180.0,Pe,Alpha,4.0,44.0,12.0,26.0,0.8333333333333334,0.3684210526315789
219,Nina Hagen,Peter Foy,teni,i-ii,guarded,1.0,low,low,female,1950s,western_europe,white/european,7.0,7.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,7.0,7.0,7.0,4.0,0.0,2.0,4.0,0.0,2.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,2.0,2.0,4.0,4.0,0.0,7.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,7.0,4.0,7.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,7.0,4.0,4.0,0.0,4.0,7.0,7.0,249.0,Je,Gamma,30.0,12.0,39.0,15.0,-0.42857142857142855,-0.4444444444444444
220,Kate Winslet,Calin Copil,teni,i---,guarded,0.0,low,low,female,1970s,western_europe,white/european,7.0,7.0,4.0,7.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,7.0,7.0,2.0,4.0,7.0,2.0,2.0,0.0,2.0,4.0,4.0,7.0,7.0,7.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,7.0,187.0,Je,Gamma,39.0,6.0,35.0,2.0,-0.7333333333333333,-0.8918918918918919
224,Bryan Johnson,Calin Copil,tise,i--i,guarded,1.0,low,medium,male,1970s,north_america,white/european,7.0,7.0,4.0,7.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,2.0,7.0,7.0,4.0,4.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,188.0,Ji,Beta,14.0,37.0,20.0,13.0,0.45098039215686275,-0.21212121212121213
226,Sarah Shahi,Juan E. Sandoval,fesi,i-i-,unguarded,0.0,low,medium,female,1980s,north_america,iranian/persian,4.0,2.0,4.0,4.0,7.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,7.0,4.0,7.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,7.0,7.0,7.0,2.0,0.0,4.0,0.0,169.0,Je,Alpha,12.0,36.0,10.0,23.0,0.5,0.3939393939393939
227,Ken Stornes,Juan E. Sandoval,seti,i---,guarded,0.0,low,low,male,-1,western_europe,white/european,0.0,0.0,2.0,2.0,0.0,7.0,7.0,4.0,2.0,4.0,4.0,4.0,7.0,2.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,0.0,4.0,4.0,0.0,2.0,4.0,7.0,2.0,4.0,7.0,4.0,2.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,151.0,Pe,Beta,2.0,23.0,32.0,11.0,0.84,-0.4883720930232558
228,Robert F. Kennedy Jr.,Sierra Schwartz,fesi,ii--,guarded,2.0,low,low,male,1950s,north_america,white/european,4.0,2.0,7.0,4.0,2.0,4.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,7.0,2.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,202.0,Je,Alpha,10.0,38.0,2.0,31.0,0.5833333333333334,0.8787878787878788
229,Gregory Koukl,Juan E. Sandoval,tesi,i---,guarded,0.0,low,low,male,1950s,north_america,white/european,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,0.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,164.0,Je,Delta,37.0,8.0,8.0,19.0,-0.6444444444444445,0.4074074074074074
232,Poppy,Juan E. Sandoval,fine,i---,unguarded,0.0,low,low,female,1990s,north_america,white/european,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,4.0,4.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,4.0,0.0,4.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,132.0,Ji,Delta,24.0,10.0,7.0,19.0,-0.4117647058823529,0.46153846153846156
233,Ken Liu,Calin Copil,sefi,iiii,guarded,1.0,medium,low,male,1970s,east_asia,east_asian,4.0,2.0,2.0,7.0,0.0,7.0,4.0,4.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,2.0,0.0,4.0,7.0,2.0,7.0,7.0,4.0,4.0,4.0,7.0,7.0,2.0,2.0,7.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,2.0,4.0,4.0,0.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,7.0,227.0,Pe,Gamma,31.0,16.0,21.0,6.0,-0.3191489361702128,-0.5555555555555556
234,Laura Marling,Juan E. Sandoval,fine,i---,unguarded,0.0,medium,low,female,1990s,western_europe,white/european,7.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,2.0,7.0,4.0,7.0,7.0,2.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,172.0,Ji,Delta,30.0,18.0,8.0,37.0,-0.25,0.6444444444444445
235,Pete Davidson,Juan E. Sandoval,neti,i---,unguarded,3.0,low,medium,male,1990s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,2.0,7.0,4.0,7.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,7.0,4.0,0.0,2.0,2.0,2.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,0.0,159.0,Pe,Alpha,2.0,29.0,18.0,31.0,0.8709677419354839,0.2653061224489796
237,Dario Nardi,Juan E. Sandoval,nefi,i-i-,guarded,1.0,low,low,male,1970s,north_america,white/european,0.0,0.0,2.0,0.0,0.0,7.0,7.0,4.0,7.0,7.0,7.0,2.0,7.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,2.0,4.0,4.0,0.0,7.0,0.0,2.0,0.0,2.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,7.0,7.0,2.0,0.0,0.0,7.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,192.0,Pe,Delta,50.0,6.0,8.0,29.0,-0.7857142857142857,0.5675675675675675
238,Josh Richards,Juan E. Sandoval,seti,i---,unguarded,0.0,low,low,male,2000s,north_america,other/unknown,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,0.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,162.0,Pe,Beta,2.0,33.0,37.0,4.0,0.8857142857142857,-0.8048780487804879
239,Gillian Anderson,Calin Copil,fesi,i--i,unguarded,0.0,medium,low,female,1960s,north_america,white/european,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,7.0,2.0,2.0,4.0,7.0,7.0,2.0,2.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,7.0,4.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,2.0,2.0,163.0,Je,Alpha,18.0,31.0,4.0,16.0,0.2653061224489796,0.6
