Post Title,,Bio,Video URL,Video 2 URL,Video 3 URL,GIF Breakdown,Status,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Alternative,Sex,Age Range,Geography,Ethnicity,Checkbox,Checkbox 1,R1 Rigid Posture Copy,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions
Miwa,Calin Copil,"Miwa is an Archaeology graduate, currently pursuing a master's degree in Biological Anthropology. She resonates deeply with animal welfare, as she dreams of being a zookeeper or working in an animal hotel. Passionate about politics and diplomacy, Miwa balances these interests with a commitment to personal health and well-being, guided by psychology and nutrition. Her artistic pursuits span drawing, music, dance, and acting. As a multifaceted individual, Miwa blends practicality with her playful, imaginative spirit, constantly on a quest for deeper meaning and personal growth in both her professional and personal endeavors.",https://www.youtube.com/watch?v=HmMzlJxaubU,https://www.youtube.com/watch?v=mU0WmJ6mkeQ,https://www.youtube.com/watch?v=yom4imJihwc,,,tine,ii--,adaptive,1,medium,low,FiNe,female,1990s,southern_europe,white/european,,juan_e._sandoval | calin_copil | bella_hershkoviz,4,4,2,4,4,2,2,4,7,,4,4,4,7,2,,,,2,,2,,2,0,2,7,7,4,2,7,4,2,2,2,4,,2,0,,2,7,7,4,2,2,2,2,2,,2,,,2,,,2,2,4,2,2,4,2,4,2,7,7,7,2,,2
Seeker,Juan E. Sandoval,"Seeker, a postgraduate engineering major, excels at blending together abstract thinking with practical skills. His decision-making is equally influenced by his visceral instincts as well as by a visionary insight into human psychology. This combination is expressed in his success as a professional poker player, as well as in his keyboard playing and involvement in chess tournaments. His current role as a consultant in system design also demonstrates his cognitive flexibility and a keen ability to thrive under stressful situations. As an immigrant, Seeker is a testament to resilience and adaptability. He is driven by a desire to integrate all his varied experiences into a harmonious stream that not only brings peace to himself but also makes a meaningful contribution to others.",https://www.youtube.com/watch?v=Q2buEbVFs30&ab_channel=Adro,https://www.youtube.com/watch?v=dcDTA_T2vyk&ab_channel=Adro,https://www.youtube.com/watch?v=fj9aPoSS2Qc&ab_channel=Adro,https://docs.google.com/document/d/1ATTJi86210x9e1cMl7bPJFGM04NbyIwG7q47zR1UYpY/edit,,seti,ii-i,directive,2,low,low,,male,1990s,middle_east/north_africa,arabic,,juan_e._sandoval | peter_j._foy,,2,2,,,4,2,4,2,2,4,7,4,4,2,2,4,4,4,4,4,2,,2,4,,4,,4,7,,,2,,4,,,,,4,4,4,4,2,4,7,7,4,4,4,4,4,4,2,4,7,4,,,,4,,,,,2,,,,7
Emerald Fennell,Calin Copil,"Emerald Fennell is a versatile British actress, screenwriter, and director. She gained acclaim for her role as Camilla Parker Bowles in ""The Crown"" and won an Emmy for her writing on the show. Fennell also wrote and directed the dark comedy-thriller film ""Promising Young Woman,"" receiving widespread praise and an Academy Award for Best Original Screenplay in 2021. Her talent extends across various facets of the entertainment industry.",https://www.youtube.com/watch?v=Uzu0b0Ecaro,https://www.youtube.com/watch?v=a3xPok9Jbkk,https://www.youtube.com/watch?v=YtKa-39TGpI,https://docs.google.com/document/d/1zKQuhKXR3Bxu8nfXxI25CBLWCfaXY0L6X37gwmFsc18/edit?usp=sharing,,tesi,i--i,seelie,0,low,low,,female,1980s,western_europe,white/european,,calin_copil | peter_j._foy,7,7,2,4,4,,,2,4,,,2,2,2,4,2,,2,4,2,7,4,2,7,4,7,4,2,2,7,2,4,4,4,4,2,4,2,4,0,,,4,2,4,2,,2,,,4,,2,,,,2,4,2,7,2,2,2,,7,7,2,,,2
Apashe,Calin Copil,"Apashe, born John De Buck, is a Belgian-born Canadian electronic music producer renowned for his innovative blend of genres, fusing elements of dubstep, trap, and orchestral music. His distinctive sound has garnered widespread acclaim, with notable tracks like ""Copter Boy"" and ""Good News"" showcasing his prowess. Apashe's ability to seamlessly integrate classical influences with bass-heavy beats sets him apart in the electronic music scene, creating a unique sonic experience for his listeners.",https://www.youtube.com/watch?v=Z4NKf7nsIc4,https://www.youtube.com/watch?v=OA0AiTll05g&pp=ygUQYXBhc2hlIGludGVydmlldw,https://www.youtube.com/watch?v=1_tRITh_tY8&pp=ygUQYXBhc2hlIGludGVydmlldw,,,seti,i---,neutral,0,low,low,,male,1980s,western_europe,white/european,,calin_copil | ash_rose | peter_j._foy,,2,2,2,,7,7,7,7,2,4,7,7,7,4,,,2,7,,2,,2,4,2,,4,2,2,2,2,,,2,2,,2,,,4,4,4,4,4,2,2,4,2,4,2,4,7,7,7,7,4,2,4,,,,,,,2,7,,,,2
Sadia Khan,Calin Copil,"Sadia Khan is a relationship coach who has dedicated her social presence to helping individuals and couples navigate the complexities of their relationships. She holds a BSc in Psychology, a Master's in Education and Developmental Psychology, Qualified Teachers Status, and Diplomas in Psychotherapy, Advanced CBT, Psychoanalysis, and Inner Child Healing. Her academic training, combined with extensive practical experience, allows her to offer well-rounded and evidence-based guidance. 

",https://www.youtube.com/watch?v=rlxI7_t5niM,https://www.youtube.com/watch?v=fxTZFrKOjyc,https://www.youtube.com/watch?v=Fy4mtQgstU0,https://docs.google.com/document/d/1OrC_KZn3qVtlKrCpAh8aFVHvq6KtW_Jt21nPxcScSsA/edit,,feni,i-ii,neutral,0,medium,low,Other developments,female,-1,western_europe,-1,,calin_copil | peter_j._foy | luke_connolly,7,7,7,7,7,0,2,4,4,,2,4,2,4,4,,2,2,2,2,7,4,2,4,7,4,2,2,0,7,4,2,4,4,2,2,2,0,2,2,2,4,2,2,7,7,4,2,2,4,4,2,7,4,2,2,,,,,,,,,4,2,2,,2,2
Tilda Swinton,Peter Foy,"Tilda Swinton, born in London in 1960, is an award-winning actress known for her chameleon-like performances. With a career spanning decades, Swinton has garnered acclaim for her roles in films like ""Orlando,"" ""Michael Clayton,"" and ""We Need to Talk About Kevin."" Her collaboration with director Luca Guadagnino in films such as ""I Am Love"" and ""A Bigger Splash"" has further showcased her talent. Beyond acting, Swinton is recognized for her avant-garde style and artistic endeavors, including performance art. She has collaborated with artists, filmmakers, and photographers on different creative ventures. While not a traditional model, she is often celebrated for her distinctive androgynous style, which has made her a unique and influential figure in both the realms of cinema and art. ",https://www.youtube.com/watch?v=PfaETIdhgcA,https://www.youtube.com/watch?v=NtNDEIBr8h0&t,https://www.youtube.com/watch?v=HIGGKDk7Pt8,,,fesi,i--i,directive,2,low,high,,female,1960s,western_europe,white/european,,juan_e._sandoval | calin_copil | ash_rose | peter_j._foy,7,7,7,7,7,2,,2,,,,2,4,2,4,,2,2,2,,7,7,2,4,7,7,7,4,2,7,2,,2,2,2,,,,,7,4,4,4,4,2,7,4,2,2,4,7,2,4,4,,,4,2,2,7,2,2,4,2,2,2,,2,4,4
Jude Law,Calin Copil,"Jude Law is a famous English actor renowned for his versatile performances in film, theater, and television. With a career spanning decades, Law has earned critical acclaim and numerous accolades, including Academy Award nominations. His notable films include ""The Talented Mr. Ripley,"" ""Cold Mountain,"" and ""Sherlock Holmes."" Law's charismatic presence, chiseled features, and compelling acting make him a prominent figure in the entertainment industry.",https://www.youtube.com/watch?v=XwJUpswtDC8,https://www.youtube.com/watch?v=7vVeYHHUL0w,https://www.youtube.com/watch?v=DwX32LqZX8Q,,,teni,i-i-,neutral,0,medium,low,,male,1960s,western_europe,white/european,,calin_copil | sierra_rose,4,4,7,7,7,4,4,2,7,,2,7,4,7,7,0,2,4,2,,7,4,2,7,7,2,4,0,2,4,4,2,2,4,4,2,7,2,2,0,4,4,2,2,2,2,,2,2,4,4,7,7,4,2,2,,2,,,,,,4,4,7,4,2,2,2
Greta Gerwig,Calin Copil,"Greta Gerwig is an American actress, writer, and director, acclaimed for her roles in films like ""Frances Ha"" and ""Lady Bird."" As a solo filmmaker, she wrote and directed the coming-of-age hits ""Lady Bird"" and ""Little Women,"" both receiving Academy Award nominations for Best Picture. Gerwig's directorial success continued with ""Barbie"" (2023) which became the first film from a solo female director to gross over $1 billion worldwide.
",https://www.youtube.com/watch?v=70HXyrodlek&t,https://www.youtube.com/watch?v=k2XUnxaPr_A,https://www.youtube.com/watch?v=wloJxjbmeUM,,,fine,ii-i,neutral,0,low,low,I--I,female,1980s,north_america,white/european,,calin_copil | peter_j._foy | sierra_rose,7,7,4,4,7,,0,2,4,,,4,2,7,4,,4,0,4,2,4,4,2,2,7,7,4,7,2,7,4,4,7,4,2,2,7,4,7,,2,2,2,,2,2,,2,,2,,,2,,,,4,4,4,7,4,2,2,2,4,4,2,,2,2
Sufjan Stevens,Peter Foy,"Sufjan Stevens is an American singer-songwriter and multi-instrumentalist known for his genre-defying music that seamlessly blends folk, indie, and electronic elements. His introspective and emotionally charged lyrics often explore personal and universal themes. Stevens gained widespread recognition with albums like ""Illinois"" and ""Carrie &amp; Lowell."" Known for his intricate arrangements and poetic storytelling, he has left an indelible mark on contemporary indie folk music, earning critical acclaim and a dedicated fanbase for his experimental and soul-stirring compositions.",https://www.youtube.com/watch?v=2EFWE7v2xRY&t=,https://www.youtube.com/watch?v=ycGEmfSy1Go&t=,https://www.youtube.com/watch?v=pqfJiL5o_5A,,,neti,ii-i,neutral,3,low,medium,,male,1970s,north_america,white/european,,peter_j._foy | luke_connolly,4,4,,2,,4,4,7,,2,4,7,4,4,4,2,4,4,2,4,2,2,2,,4,7,4,2,2,7,2,,,2,,,,,,7,7,7,4,4,2,2,4,,4,,,,2,2,0,2,2,2,4,4,2,2,,,2,2,,2,,4
Lorraine Warren,Sierra Schwartz,"Lorraine Warren (1927-2019) was a renowned paranormal investigator, author, and lecturer, best known for her pioneering work in the field of supernatural phenomena. Alongside her husband, Ed Warren, she investigated thousands of cases, inspiring books and films such as ""The Conjuring"" series. Lorraine's expertise in demonology and her commitment to helping those affected by the supernatural earned her widespread recognition and respect. With a career spanning over five decades, she became a leading authority in the paranormal community and left a lasting legacy, contributing significantly to the understanding and documentation of unexplained phenomena.",https://www.youtube.com/watch?v=juiJLPbnETg,https://www.youtube.com/watch?v=zw8xcAq2XvI,https://www.youtube.com/watch?v=9IYXI1ckBNA,https://docs.google.com/document/d/1IQA6tTCTjprs7-2XEI-8GDLMhYA56PpTskl9pxOS_9E/edit,,nite,iii-,neutral,0,low,low,FiSe I-II,female,1920s,north_america,white/european,,ash_rose,4,2,2,2,,2,4,4,4,7,2,2,2,4,2,4,7,4,4,4,4,4,2,4,4,4,2,2,4,7,4,7,4,2,2,4,7,2,7,,,,,4,,,,,4,4,7,4,2,2,2,2,,,,,,,,,2,4,2,4,4,4
Saoirse Ronan,Calin Copil,"Saoirse Ronan is a famous Irish-American actress who received numerous accolades, including several Academy Award nominations for roles in films like ""Atonement,"" ""Brooklyn,"" and ""Lady Bird."" Known for her versatility and emotional depth, she became a prominent figure in the film industry, earning praise for her talent, grace, and range in various roles. Beyond her acting career, Saoirse Ronan is a committed advocate for causes addressing homelessness, domestic violence, and LGBT rights.
",https://www.youtube.com/watch?v=p3xHL3ZJweg,https://www.youtube.com/watch?v=vY3z3bH31mk,https://www.youtube.com/watch?v=938Q8uBpR5k,,,tesi,i-ii,neutral,1,low,low,FiNe II-I,female,1990s,western_europe,white/european,,calin_copil | peter_j._foy | sierra_rose,7,7,4,4,7,2,2,2,7,,2,2,4,7,7,,2,2,4,,7,7,4,4,7,7,7,4,2,7,4,2,7,4,2,7,7,7,7,2,,,2,2,,,,,0,,2,,,2,2,2,2,4,2,7,2,2,2,4,2,4,2,2,2,4
Anya Taylor-Joy,Calin Copil,"Anya Taylor-Joy is a famous Argentine-British actress who won several accolades, including a Golden Globe Award and a Screen Actors Guild Award. Known for her striking appearance and versatile talent, she gained widespread recognition for her roles in films like ""The Witch"" (2015) and ""Split"" (2016). Taylor-Joy further solidified her success with the critically acclaimed Netflix series ""The Queen's Gambit"" (2020), where her captivating performance as chess prodigy Beth Harmon earned her widespread acclaim and awards recognition.
",https://www.youtube.com/watch?v=ZAzc06sPXic,https://www.youtube.com/watch?v=AeNW1duZweA,https://www.youtube.com/watch?v=4Ld4Zywqcw4,,,tise,i--i,neutral,0,low,low,II-I in older vids,female,1990s,north_america,white/european,,juan_e._sandoval | calin_copil | ash_rose,7,7,7,7,4,,0,2,4,,2,2,4,2,2,,2,2,2,2,7,4,2,4,7,7,7,4,2,7,2,,2,2,,2,2,,,4,2,2,4,4,7,7,2,2,4,2,7,2,4,2,,2,2,4,,,2,,,2,2,2,2,,,2
Tara Swart,Calin Copil,"Dr. Tara Swart is a neuroscientist, leadership coach, and author known for her expertise in the field of neuroscience and its application to leadership and personal development. With a background in medicine, she combines scientific insights with practical strategies to enhance cognitive performance, resilience, and well-being. Dr. Swart has authored books, delivered talks, and worked with individuals and organizations to optimize mental and emotional capabilities for improved success and fulfillment.",https://www.youtube.com/watch?v=8WqjpE_XsjI,https://www.youtube.com/watch?v=njhNz6irWws,https://www.youtube.com/watch?v=NwmvFRBunDc,,,teni,i--i,neutral,0,low,medium,,female,1970s,western_europe,indian,,calin_copil | peter_j._foy,7,7,4,7,2,,,,4,,0,4,,2,7,,,4,2,,7,7,2,7,7,7,7,2,2,7,4,7,7,4,2,4,4,2,,,,,2,2,4,4,0,2,4,2,7,4,4,2,,,4,7,0,2,2,,2,0,2,4,4,2,2,2
Ben Francis,Peter Foy,"Ben Francis is the founder and CEO of Gymshark, a billion-dollar fitness apparel and accessories brand based in the UK. He started Gymshark in 2012 as a small operation, and under his leadership the brand grew rapidly, becoming a prominent player in the activewear industry. Francis utilized social media marketing strategies, particularly influencer collaborations, to propel Gymshark's success. His innovative approach to e-commerce and fitness fashion has earned him recognition as a young and influential business figure.",https://www.youtube.com/watch?v=QfKwidYQW6M,https://www.youtube.com/watch?v=hwndoW62AN8,https://www.youtube.com/watch?v=Ix5ON9dZ-es&t,https://docs.google.com/document/d/1GXbA8h_nwIVDWWm8VS4KGWH90Y2ia3IM5nJU6v-B_Sc/edit,,tise,i--i,directive,0,low,,FeNi I--I,male,1990s,western_europe,white/european,,calin_copil | peter_j._foy,7,7,7,2,7,,,,2,,,4,,2,2,,2,4,2,,4,7,0,4,7,7,2,7,2,7,,,,4,2,,,,,7,,2,2,7,7,7,2,2,4,0,4,2,7,2,,2,,2,,,,,,,,,,2,2,2
Stephen Wiltshire,Juan E. Sandoval,"Stephen Wiltshire is an extraordinary British architectural artist renowned for his unique ability to draw detailed cityscapes from memory after brief observations. Born in London in 1974, he was diagnosed with autism at an early age. Wiltshire's savant syndrome endowed him with an incredible visual memory that has amazed audiences worldwide. His talent was recognized at the age of eight, and he has since gained international fame for his panoramic sketches. Despite his limited verbal communication, his art speaks volumes, capturing the essence of iconic metropolises with precision and soul.",https://www.youtube.com/watch?v=Hznmc7xVc6E,https://www.youtube.com/watch?v=IdKrgAEo8wk&ab_channel=CultureTrip,https://www.youtube.com/watch?v=xcX-Nvm-wmE,https://docs.google.com/document/d/1w_1c4YA-RcHCmuYAuHCnj-Uk7rfb7kRRgeqzDkRLNuE/edit?usp=sharing,,site,i---,seelie,1,medium,low,SiFe,male,1970s,western_europe,black/african,,juan_e._sandoval | peter_j._foy | sierra_rose,4,2,,,,2,7,2,,,,4,,,,2,7,2,2,7,,2,,,,2,2,,2,4,2,4,2,7,4,,,2,,2,4,4,,,,,,,,2,,2,0,,,,4,4,7,,4,2,,,,2,4,,,
Emily Blunt,Calin Copil,"Emily Blunt is a famous British actress known for her versatile performances. She gained recognition in ""The Devil Wears Prada"" (2006) and received critical acclaim for roles in ""A Quiet Place"" (2018) and ""Mary Poppins Returns"" (2018). Blunt has won various awards, including a Golden Globe. ",https://www.youtube.com/watch?v=CiFnp-oKZQc,https://www.youtube.com/watch?v=cFx661klUV4,,https://docs.google.com/document/d/18iR6o5FJrC4xd4d06sc0rOajTsXaoUyet70MHpJWgyA/edit?usp=sharing,,fesi,i--i,adaptive,0,low,low,I-II,female,1980s,western_europe,white/european,,juan_e._sandoval | calin_copil | sierra_rose,7,7,7,7,4,2,2,2,2,,2,4,2,2,4,,2,2,2,,7,4,2,7,7,7,2,4,2,7,2,2,4,0,,2,0,,,2,4,4,4,2,7,7,4,2,,2,2,2,2,2,,2,4,4,2,4,4,4,4,7,4,7,7,,,2
Dave Asprey,Calin Copil,"Dave Asprey, a biohacker, entrepreneur, and ""lifestyle guru,"" is known for popularizing the Bulletproof Coffee trend. He is the founder of Bulletproof 360 and Bulletproof Nutrition, focusing on health and performance optimization. Asprey authored books on biohacking, advocating for diet and lifestyle changes. Despite controversies surrounding his claims, his impact on the biohacking community is significant, promoting practices to enhance physical and mental well-being through innovative approaches.
",https://www.youtube.com/watch?v=TqqCzyKP4F8,https://www.youtube.com/watch?v=7qJPf5O9kxc,https://www.youtube.com/watch?v=PZhsbuLhAJo,,,fesi,iii-,adaptive,0,low,low,,male,1970s,north_america,white/european,,calin_copil | ash_rose | sierra_rose,2,4,4,7,4,4,2,2,7,,4,4,7,4,7,4,2,4,4,4,7,7,2,7,7,2,4,,2,4,,,4,,,2,,,,2,7,7,4,4,7,7,7,,,2,2,,4,4,0,0,7,4,7,7,4,2,4,,4,4,2,2,2,0
Eartha Kitt,Calin Copil,"Eartha Kitt (1927-2008) was a multifaceted artist known for her sultry voice and captivating stage presence. She achieved success as a singer, actress, and dancer, earning accolades like two Emmy Awards and a Tony nomination. Her most iconic role was as Catwoman in the 1960s Batman TV series. Eartha Kitt was also a committed activist, focusing on issues like civil rights and social justice throughout her life.",https://www.youtube.com/watch?v=8jEAjG6SegY&pp=ygUVRWFydGhhIEtpdHQgaW50ZXJ2aWV3,https://www.youtube.com/watch?v=S9Uytrm7YZE&pp=ygUVRWFydGhhIEtpdHQgaW50ZXJ2aWV3,,,,teni,i-i-,unseelie,0,low,low,I--- (2nd vid).,female,1920s,north_america,black/african,,calin_copil | ash_rose,4,7,4,4,7,4,2,4,4,,2,7,7,2,4,4,2,2,2,2,7,4,2,7,7,2,2,,2,4,2,4,4,4,,4,2,4,2,,2,2,0,,4,4,,,4,4,2,2,4,4,4,2,,,,,2,,2,7,2,2,4,4,2,4
Denis Villeneuve,Calin Copil,"Denis Villeneuve, a Canadian filmmaker, is known for his meticulous craftsmanship and compelling storytelling. His notable works include ""Prisoners,"" ""Arrival,"" ""Blade Runner 2049,"" and ""Dune,"" earning critical acclaim and commercial success. Villeneuve's accomplished career has garnered multiple Academy Award nominations. He is particularly interested in science fiction and exploring the human condition through his films, solidifying his reputation as a leading figure in contemporary cinema.",https://www.youtube.com/watch?v=v3wV_h5X8Tg,https://www.youtube.com/watch?v=i_xajvq2xkQ,https://www.youtube.com/watch?v=SVUodGHN9qM,,,sife,iiii,adaptive,0,low,low,,male,1960s,north_america,white/european,,calin_copil | sierra_rose | luke_connolly,2,2,2,4,,4,7,4,4,4,2,4,7,2,7,7,2,7,4,4,4,4,2,4,4,4,4,4,2,7,,,,,,,,,2,2,7,7,4,4,2,4,7,2,,,,,,2,4,2,7,7,7,4,4,2,2,,4,7,2,,,2
Eva zu Beck,Peter Foy,"Eva zu Beck is a Polish-British travel vlogger, presenter, and social media influencer known for her immersive and authentic travel content. With a focus on lesser-known destinations and cultural experiences, she shares her adventures through captivating storytelling and insightful vlogs. Eva's content offers viewers a glimpse into diverse cultures, traditions, and lifestyles, promoting a deeper understanding and appreciation of the world's cultural richness and natural beauty.",https://www.youtube.com/watch?v=Z3kCQ6-ZWsw,https://www.youtube.com/watch?v=9zR0JuUdcnI,https://www.youtube.com/watch?v=0YiYqv7GEsY&t,,,nefi,i-i-,seelie,0,,medium,,female,1990s,western_europe,white/european,,calin_copil | peter_j._foy,2,2,,2,,4,4,4,2,7,2,7,4,2,7,,2,2,,,7,4,4,7,7,2,2,,2,2,4,7,7,4,,7,7,,,,,,0,,0,,,,4,0,4,,,4,2,,2,4,4,7,2,4,2,2,,7,,2,,
Sofiane Pamart,Calin Copil,"Sofiane Pamart is a French pianist originally from Hellemmes near Lille, now based in Paris. He is recognized for challenging traditional notions of classical piano, diverging from the standard classical music path despite his gold medal from the Conservatoire de Lille.  Alongside his solo career, he is also renowned as a go-to pianist in the French rap scene. Sofiane's ability to fuse classical and contemporary elements has made him a sought-after musician in the French music industry. 
",https://www.youtube.com/watch?v=jVJovoj634c,https://www.youtube.com/watch?v=qyL3XRNJ6Lw&t=291s,,,,seti,i---,neutral,0,low,low,I-I-,male,1990s,western_europe,other/unknown,,calin_copil,,2,2,2,,7,7,4,7,2,4,7,7,7,7,4,2,2,,,4,2,,4,4,2,2,0,2,4,0,,,,,,2,,,2,4,4,4,2,4,4,2,2,7,7,4,,4,4,4,2,,,,,2,2,2,,2,2,,,2,0
Mia Goth,Calin Copil,"Mia Goth is a talented British actress known for her unique and enigmatic on-screen presence. She gained recognition for her roles in films like ""Nymphomaniac"" and ""A Cure for Wellness."" Goth is recognized for her unique style and commitment to unconventional characters, earning her a strong reputation as a compelling performer.
",https://www.youtube.com/watch?v=V2tuhJ4G6tw,https://www.youtube.com/watch?v=7vKCB3q9NF0,https://www.youtube.com/watch?v=ZzYu3VsKGzE,,,fine,ii--,neutral,1,low,medium,,female,1990s,western_europe,white/european,,juan_e._sandoval | calin_copil | ash_rose,7,4,2,2,4,,2,,,,2,4,2,2,7,,,2,4,,2,,2,2,2,7,7,4,4,7,2,4,7,7,7,2,4,7,2,,,,,,,,,,2,2,4,,2,2,0,,2,4,,7,7,2,4,,2,2,2,,,2
