,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra
34,Anya Taylor-Joy,Calin Copil,tise,i--i,neutral,0.0,low,low,female,1990s,north_america,white/european,7.0,7.0,7.0,7.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,4.0,7.0,7.0,7.0,4.0,2.0,7.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,4.0,2.0,7.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,194.0,Ji,Beta
35,Tara Swart,Calin Copil,teni,i--i,neutral,0.0,low,medium,female,1970s,western_europe,indian,7.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,4.0,2.0,0.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,2.0,2.0,7.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,2.0,4.0,2.0,7.0,4.0,4.0,2.0,0.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,209.0,Je,Gamma
36,Ben Francis,Peter Foy,tise,i--i,guarded,0.0,low,,male,1990s,western_europe,white/european,7.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,4.0,7.0,0.0,4.0,7.0,7.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,4.0,0.0,4.0,2.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,166.0,Ji,Beta
37,Stephen Wiltshire,Juan E. Sandoval,site,i---,unguarded,1.0,medium,low,male,1970s,western_europe,black/african,4.0,2.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,2.0,7.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,116.0,Pi,Delta
38,Emily Blunt,Calin Copil,fesi,i--i,unguarded,0.0,low,low,female,1980s,western_europe,white/european,7.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,7.0,4.0,2.0,7.0,7.0,7.0,2.0,4.0,2.0,7.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,7.0,7.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,7.0,4.0,7.0,7.0,0.0,0.0,2.0,220.0,Je,Alpha
39,Dave Asprey,Calin Copil,fesi,iii-,unguarded,0.0,low,low,male,1970s,north_america,white/european,2.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,7.0,0.0,4.0,4.0,7.0,4.0,7.0,4.0,2.0,4.0,4.0,4.0,7.0,7.0,2.0,7.0,7.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,7.0,7.0,4.0,2.0,4.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,234.0,Je,Alpha
40,Eartha Kitt,Calin Copil,teni,i-i-,guarded,0.0,low,low,female,1920s,north_america,black/african,4.0,7.0,4.0,4.0,7.0,4.0,2.0,4.0,4.0,0.0,2.0,7.0,7.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,7.0,7.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,0.0,4.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,204.0,Je,Gamma
41,Denis Villeneuve,Calin Copil,sife,iiii,unguarded,0.0,low,low,male,1960s,north_america,white/european,2.0,2.0,2.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,7.0,7.0,2.0,7.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,7.0,4.0,4.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,7.0,7.0,4.0,4.0,2.0,2.0,0.0,4.0,7.0,2.0,0.0,0.0,2.0,215.0,Pi,Alpha
42,Eva zu Beck,Peter Foy,nefi,i-i-,unguarded,0.0,,medium,female,1990s,western_europe,white/european,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,2.0,7.0,2.0,7.0,4.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,2.0,2.0,4.0,7.0,7.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,7.0,2.0,4.0,2.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,176.0,Pe,Delta
43,Sofiane Pamart,Calin Copil,seti,i---,neutral,0.0,low,low,male,1990s,western_europe,other/unknown,0.0,2.0,2.0,2.0,0.0,7.0,7.0,4.0,7.0,2.0,4.0,7.0,7.0,7.0,7.0,4.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,7.0,7.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,171.0,Pe,Beta
44,Mia Goth,Calin Copil,fine,ii--,neutral,1.0,low,medium,female,1990s,western_europe,white/european,7.0,4.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,7.0,7.0,4.0,4.0,7.0,2.0,4.0,7.0,7.0,7.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,7.0,7.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,170.0,Ji,Delta
45,Theo James,Calin Copil,fesi,i-i-,unguarded,0.0,low,medium,male,1980s,western_europe,white/european,7.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,7.0,0.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,7.0,4.0,2.0,7.0,7.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,7.0,2.0,0.0,0.0,2.0,192.0,Je,Alpha
46,Tom Holland,Calin Copil,neti,i-i-,neutral,0.0,low,medium,male,1990s,western_europe,white/european,4.0,2.0,2.0,4.0,0.0,7.0,7.0,4.0,7.0,4.0,2.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,7.0,4.0,2.0,4.0,0.0,7.0,7.0,2.0,0.0,0.0,2.0,209.0,Pe,Alpha
47,Richard Kuklinski,Sierra Schwartz,nite,i---,guarded,4.0,low,low,male,1930s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,7.0,4.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,7.0,2.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,139.0,Pi,Gamma
48,Jesse Eisenberg,Calin Copil,nefi,iii-,neutral,1.0,medium,low,male,1980s,north_america,jewish,4.0,2.0,2.0,7.0,0.0,4.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,4.0,7.0,2.0,4.0,4.0,2.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,7.0,7.0,4.0,7.0,7.0,2.0,4.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,245.0,Pe,Delta
49,Martin Shkreli,Peter Foy,sefi,i-i-,guarded,0.0,,low,male,1980s,north_america,white/european,0.0,0.0,4.0,0.0,0.0,7.0,7.0,4.0,7.0,7.0,2.0,7.0,4.0,7.0,7.0,2.0,2.0,7.0,0.0,2.0,7.0,4.0,7.0,7.0,2.0,4.0,0.0,0.0,2.0,4.0,7.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,4.0,4.0,7.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,7.0,2.0,2.0,217.0,Pe,Gamma
50,Leo Gura,Mitchell Newman,neti,iii-,guarded,0.0,high,,male,1980s,north_america,white/european,4.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,7.0,2.0,0.0,7.0,2.0,7.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,2.0,4.0,7.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,7.0,4.0,7.0,7.0,4.0,0.0,4.0,0.0,2.0,2.0,4.0,4.0,4.0,199.0,Pe,Alpha
51,Christoph Waltz,Calin Copil,tesi,i-ii,neutral,0.0,medium,medium,male,1950s,western_europe,white/european,7.0,7.0,4.0,7.0,7.0,4.0,2.0,4.0,7.0,0.0,2.0,4.0,4.0,7.0,4.0,4.0,0.0,2.0,2.0,4.0,7.0,7.0,4.0,4.0,7.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,7.0,2.0,2.0,7.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0,4.0,2.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,243.0,Je,Delta
52,N. K. Jemisin,Calin Copil,nite,iiii,guarded,2.0,low,medium,female,1970s,north_america,black/african,0.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,7.0,2.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,174.0,Pi,Gamma
53,Fernanda Pistelli,Peter Foy,fise,ii--,unguarded,0.0,low,low,female,1990s,latin_america,other/unknown,7.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,7.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,7.0,4.0,7.0,4.0,7.0,4.0,7.0,7.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,7.0,2.0,7.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,188.0,Ji,Gamma
54,Darren Slade,Calin Copil,tesi,iiii,guarded,2.0,low,low,male,-1,north_america,white/european,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,2.0,2.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,7.0,2.0,0.0,7.0,7.0,4.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,7.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,7.0,224.0,Je,Delta
55,Mark Z. Danielewski,Calin Copil,sife,iiii,neutral,1.0,low,low,male,1960s,north_america,white/european,2.0,2.0,4.0,4.0,0.0,4.0,2.0,2.0,7.0,4.0,0.0,4.0,2.0,7.0,7.0,4.0,7.0,2.0,7.0,7.0,4.0,2.0,2.0,7.0,7.0,4.0,2.0,4.0,4.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,4.0,4.0,2.0,7.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,7.0,7.0,7.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,224.0,Pi,Alpha
56,Persuader,Ash Rose,nite,i---,neutral,1.0,low,low,male,2000s,east_asia,east_asian,0.0,0.0,2.0,2.0,0.0,7.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,7.0,4.0,0.0,7.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,152.0,Pi,Gamma
57,Maxime Vachier-Lagrave,Peter Foy,nife,i-ii,unguarded,0.0,low,,male,1990s,western_europe,white/european,0.0,2.0,0.0,0.0,0.0,7.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,7.0,4.0,7.0,7.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,7.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,7.0,7.0,2.0,4.0,4.0,2.0,7.0,2.0,2.0,7.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,182.0,Pi,Beta
58,Thiago Silva,Calin Copil,tise,i---,neutral,1.0,low,medium,male,1980s,latin_america,hispanic/latino,4.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,0.0,2.0,7.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,7.0,0.0,0.0,7.0,0.0,2.0,2.0,7.0,0.0,7.0,2.0,2.0,2.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,153.0,Ji,Beta
59,Conor McGregor,Calin Copil,seti,i-i-,guarded,1.0,low,low,male,1990s,western_europe,white/european,2.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,7.0,7.0,7.0,4.0,2.0,2.0,0.0,0.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,4.0,2.0,7.0,0.0,7.0,7.0,7.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,194.0,Pe,Beta
60,Chris Martin,Sierra Schwartz,seti,i---,unguarded,0.0,low,low,male,1970s,western_europe,white/european,0.0,0.0,2.0,2.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,7.0,4.0,4.0,2.0,4.0,2.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,198.0,Pe,Beta
61,Neil Gaiman,Calin Copil,sife,i---,neutral,1.0,low,low,male,1960s,western_europe,white/european,0.0,2.0,0.0,2.0,0.0,7.0,2.0,7.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,141.0,Pi,Alpha
62,Chris Stuckmann,Calin Copil,site,i--i,neutral,2.0,low,low,male,1980s,north_america,white/european,0.0,2.0,2.0,2.0,0.0,4.0,2.0,4.0,4.0,0.0,2.0,7.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,142.0,Pi,Delta
63,Shérine,Juan E. Sandoval,fise,ii--,unguarded,1.0,low,medium,female,-1,western_europe,other/unknown,7.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,7.0,7.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,7.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,171.0,Ji,Gamma
64,Kate Siegel,Calin Copil,fesi,i-i-,unguarded,0.0,medium,medium,female,1980s,north_america,jewish,4.0,4.0,2.0,7.0,7.0,2.0,2.0,2.0,7.0,0.0,4.0,4.0,7.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0,7.0,4.0,2.0,7.0,7.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,7.0,4.0,2.0,2.0,4.0,4.0,0.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,2.0,4.0,7.0,2.0,7.0,4.0,0.0,0.0,2.0,221.0,Je,Alpha
65,Elvis Presley,Juan E. Sandoval,sefi,i--i,unguarded,2.0,low,low,male,1930s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,2.0,7.0,7.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,7.0,4.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,149.0,Pe,Gamma
66,Paul Simon,Calin Copil,sife,i-i-,neutral,3.0,low,low,male,1940s,north_america,jewish,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,4.0,2.0,2.0,2.0,7.0,4.0,7.0,4.0,7.0,2.0,4.0,0.0,2.0,2.0,7.0,7.0,4.0,7.0,7.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,7.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,180.0,Pi,Alpha
67,Igor Mendonça,Peter Foy,site,i--i,guarded,0.0,,high,male,-1,latin_america,other/unknown,0.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,153.0,Pi,Delta
68,Lana Del Rey,Juan E. Sandoval,fise,ii--,unguarded,2.0,low,medium,female,1980s,north_america,white/european,7.0,7.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,2.0,7.0,2.0,4.0,4.0,7.0,7.0,0.0,2.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,158.0,Ji,Gamma
69,Francesca Eastwood,Juan E. Sandoval,fise,ii--,unguarded,0.0,,,female,1990s,north_america,jewish,4.0,7.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,7.0,2.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,194.0,Ji,Gamma
70,Dionna Chambers,Calin Copil,nefi,i-i-,unguarded,0.0,low,medium,female,-1,north_america,black/african,2.0,4.0,2.0,4.0,0.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,4.0,7.0,4.0,7.0,7.0,4.0,4.0,4.0,0.0,2.0,4.0,240.0,Pe,Delta
